LineId,Content,EventId,EventTemplate
520,081109 203532 152 INFO dfs.DataNode$DataXceiver: Receiving block blk_8046151943293893685 src: /10.251.30.179:47322 dest: /10.251.30.179:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
521,081109 203532 153 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.106.10,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
522,081109 203532 154 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.250.10.100,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
523,081109 203532 155 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.70.211,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
524,081109 203532 159 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.122.65,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
525,081109 203532 160 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.38.214,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
526,081109 203532 161 INFO dfs.DataNode$DataTransfer: 10.251.31.5:50010:Transmitted block blk_-1608999687919862906 to /10.251.90.64:50010,7,081109 <*> <*> INFO dfs.DataNode$DataTransfer: <*> block blk_-1608999687919862906 to <*>
527,081109 203532 163 INFO dfs.DataNode$DataXceiver: 10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.75.79,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
528,081109 203532 164 INFO dfs.DataNode$DataXceiver: 10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.123.132,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
529,081109 203532 164 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6790654856691185731 src: /10.251.75.163:52729 dest: /10.251.75.163:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
530,081109 203532 166 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.90.134,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
531,081109 203532 168 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8013855621109800549 src: /10.251.43.115:60103 dest: /10.251.43.115:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
532,081109 203532 171 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.111.228,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
533,081109 203532 185 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.123.33,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
534,081109 203532 186 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.10.100,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
535,081109 203532 187 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.9.207,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
536,081109 203532 188 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.196,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
537,081109 203532 188 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.70.5,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
538,081109 203532 189 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.27.63,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
539,081109 203532 190 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3940941529251864773 src: /10.251.71.16:51079 dest: /10.251.71.16:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
540,081109 203532 191 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.39.242,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
541,081109 203532 192 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.90.239,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
542,081109 203532 193 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.109.236,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
543,081109 203532 194 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.122.65,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
544,081109 203532 194 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.26.131,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
545,081109 203532 195 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.90.134,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
546,081109 203532 196 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.11.85,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
547,081109 203532 197 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.144,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
548,081109 203532 198 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.97,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
549,081109 203532 199 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.91.159,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
550,081109 203532 201 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.70.211,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
551,081109 203532 202 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.38.214,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
552,081109 203532 203 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.192,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
553,081109 203532 204 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.68,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
554,081109 203532 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_-1608999687919862906 size 91178,5,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
555,081109 203532 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000054_0/part-00054. blk_-2398209593415798905,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
556,081109 203532 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000133_0/part-00133. blk_-7198899606504196854,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
557,081109 203532 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000218_0/part-00218. blk_-774246298521956028,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
558,081109 203532 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000029_0/part-00029. blk_3098154771341398925,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
559,081109 203532 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000061_0/part-00061. blk_-6790654856691185731,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
560,081109 203532 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000129_0/part-00129. blk_3941533870808561940,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
561,081109 203532 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000138_0/part-00138. blk_-2682415100025107597,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
562,081109 203532 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000244_0/part-00244. blk_177394776382448614,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
563,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000014_0/part-00014. blk_-3667585438930153850,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
564,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000032_0/part-00032. blk_1937926427363440853,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
565,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000040_0/part-00040. blk_8026466674001363449,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
566,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000130_0/part-00130. blk_7475438553401908725,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
567,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000216_0/part-00216. blk_2080109799967615857,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
568,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000221_0/part-00221. blk_-1385756122847916710,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
569,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000223_0/part-00223. blk_6835995323369082616,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
570,081109 203532 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000229_0/part-00229. blk_6609646171038203219,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
571,081109 203532 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000035_0/part-00035. blk_6309418393114897475,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
572,081109 203532 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000142_0/part-00142. blk_-7911463493785581853,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
573,081109 203532 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012. blk_-5649479540791129974,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
574,081109 203532 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000038_0/part-00038. blk_-2850818623433938591,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
575,081109 203532 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000044_0/part-00044. blk_-6370470857048627387,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
576,081109 203532 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137. blk_6740695140894845846,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
577,081109 203532 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000139_0/part-00139. blk_-4309280423174037990,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
578,081109 203532 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000050_0/part-00050. blk_3738211383445750914,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
579,081109 203532 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140. blk_40441923226500563,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
580,081109 203532 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144. blk_8558795046002911094,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
581,081109 203532 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000008_0/part-00008. blk_6227055072516687391,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
582,081109 203532 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000030_0/part-00030. blk_584104991019184413,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
583,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000037_0/part-00037. blk_7955481321933797799,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
584,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000045_0/part-00045. blk_2825871331379974767,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
585,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000132_0/part-00132. blk_-3940941529251864773,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
586,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000135_0/part-00135. blk_-2814588473145762869,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
587,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000136_0/part-00136. blk_-8186438745381579117,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
588,081109 203532 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000233_0/part-00233. blk_967160175355936210,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
589,081109 203532 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000134_0/part-00134. blk_-8013855621109800549,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
590,081109 203532 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000017_0/part-00017. blk_7956543127401791181,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
591,081109 203532 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000114_0/part-00114. blk_634338240549205708,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
592,081109 203532 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000125_0/part-00125. blk_7474637556625667220,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
593,081109 203532 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000128_0/part-00128. blk_-105450231192318816,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
594,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_3461505966191484945 src: /10.251.31.85:47160 dest: /10.251.31.85:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
595,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3940941529251864773 src: /10.251.197.226:42631 dest: /10.251.197.226:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
596,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4341181125838883663 src: /10.251.73.220:38094 dest: /10.251.73.220:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
597,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_5775293647706867248 src: /10.251.42.207:49929 dest: /10.251.42.207:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
598,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_6288745377407023095 src: /10.251.42.191:50123 dest: /10.251.42.191:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
599,081109 203533 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_8026466674001363449 src: /10.251.39.209:38154 dest: /10.251.39.209:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
600,081109 203533 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3076705858972714475 src: /10.251.43.21:42312 dest: /10.251.43.21:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
601,081109 203533 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_4521164666406024155 src: /10.251.43.147:42628 dest: /10.251.43.147:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
602,081109 203533 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-50273257731426871 src: /10.251.39.64:47821 dest: /10.251.39.64:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
603,081109 203533 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5835224384325268050 src: /10.251.43.115:55714 dest: /10.251.43.115:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
604,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_177394776382448614 src: /10.251.125.237:37571 dest: /10.251.125.237:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
605,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3102267849859399193 src: /10.251.215.50:58322 dest: /10.251.215.50:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
606,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3776330106018304557 src: /10.251.74.79:55786 dest: /10.251.74.79:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
607,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3865158146925189370 src: /10.251.67.225:34252 dest: /10.251.67.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
608,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_4521164666406024155 src: /10.251.43.147:37595 dest: /10.251.43.147:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
609,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_4649698331936539655 src: /10.251.214.67:33467 dest: /10.251.214.67:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
610,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6108780682959356968 src: /10.251.66.102:57797 dest: /10.251.66.102:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
611,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_6597014667441085597 src: /10.251.125.237:43505 dest: /10.251.125.237:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
612,081109 203533 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-9025459096044337508 src: /10.251.203.129:44258 dest: /10.251.203.129:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
613,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1477913034248457629 src: /10.251.194.245:44729 dest: /10.251.194.245:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
614,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_1613550655988246573 src: /10.251.42.16:50651 dest: /10.251.42.16:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
615,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_2074627648226805983 src: /10.251.74.192:48676 dest: /10.251.74.192:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
616,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_2080109799967615857 src: /10.251.201.204:40014 dest: /10.251.201.204:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
617,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_2986822300704311308 src: /10.251.194.147:45405 dest: /10.251.194.147:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
618,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3076705858972714475 src: /10.251.43.21:60918 dest: /10.251.43.21:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
619,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3102267849859399193 src: /10.251.215.50:51482 dest: /10.251.215.50:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
620,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3865158146925189370 src: /10.251.67.225:38547 dest: /10.251.67.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
621,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4390409968877773039 src: /10.251.42.84:33071 dest: /10.251.42.84:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
622,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_5479015932651254774 src: /10.251.75.49:35727 dest: /10.251.75.49:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
623,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5835224384325268050 src: /10.251.199.225:46390 dest: /10.251.199.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
624,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_6597014667441085597 src: /10.251.125.237:42809 dest: /10.251.125.237:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
625,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8281945757273050140 src: /10.251.67.113:59772 dest: /10.251.67.113:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
626,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8515113585876695879 src: /10.251.214.18:55717 dest: /10.251.214.18:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
627,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_8595954612153362607 src: /10.251.126.255:57360 dest: /10.251.126.255:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
628,081109 203533 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_8665604379324651807 src: /10.251.125.174:52552 dest: /10.251.125.174:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
